label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,timestamp
أ,0.24303595330611671,0.7824927903543836,-0.11868912729553682,0.36693532677204643,0.019726065557147066,0.47896433827997587,0.9068584097653737,0.2163582471595611,-0.20234748548088088,0.8921558212474627,0.9640911353788033,-0.3284194354743487,0.014283351096158303,0.20441370794646851,0.1370569522511741,0.8664647746031229,0.069836401606018,-0.28108909597107334,0.7742643194367483,0.9344144826258036,0.41029398282148666,0.2623286066527689,0.9659790281212036,0.3850674222815106,0.9214861937226542,0.4869461098107738,-0.2529682157101568,0.2022896677074857,0.8272246333231246,0.1442369850949604,0.7084915702006427,0.1677536479396048,-0.23270459561676027,0.6079178255326206,0.32091480589830057,-0.42018546244527477,0.19256635102519615,0.3477673011508622,-0.1853229055007336,0.825958131888178,0.6338918132835546,0.3602212648275761,0.2595247746629994,0.8353499527856818,-0.33411442694898175,0.9924368322566371,0.16593727363161848,-0.2627863371530029,0.15411022556812204,0.3804063368796693,0.25393714306285275,0.48964311754514056,0.28254169300993237,-0.2344257812898417,0.9164666839707096,0.8010397697502923,-0.2836757641410582,0.4342465056427347,0.9403108617066299,0.04833627958653419,0.8583368971289806,0.7390606567383992,0.43188525594087246,2025-12-13 12:58:54
أ,0.6255037212498724,0.7113879706052184,-0.0012963284241021,0.45749206650566154,0.9711367972976671,-0.408799372459249,0.5562909388455175,0.8241697374307262,-0.3641075217577181,0.896838259156681,0.8118091153630252,0.33269664825151,0.8333016490472526,0.8684028511892591,0.31421386144072294,0.4871854142593566,0.5435673740269144,-0.03574173978159201,0.7575422144109617,0.0986788440982237,-0.24550070036803928,0.3003589884856812,0.48850553816623343,0.37327033218607153,0.044011048624533644,0.7456378306694351,-0.46437594687055594,0.6159095349690713,0.018527623659063575,-0.3815783402454389,0.49750994795182146,0.6418716407463877,-0.11471266341393527,0.946628513776901,0.0977873611934873,-0.18349538549224176,0.7013517429178902,0.5757354975294083,-0.21184718255716228,0.8135778937819456,0.6689157606957041,-0.13479682571690021,0.300053875676792,0.02430325439190484,0.016757684231752612,0.2572408382832344,0.2911880321795073,0.29955368153975825,0.5888943307524315,0.1380633945250359,0.1756183474442965,0.5673621985886081,0.01761934058885284,-0.4042661953304464,0.37776704897248325,0.004035975971162897,-0.4314141754655477,0.33548110534453934,0.26207363735437705,-0.1784251402788214,0.5767221505973216,0.6929234805777443,-0.42676189095755646,2025-12-13 12:58:54
أ,0.5849847584696531,0.2093142510498207,-0.32654754219357895,0.7657890232689094,0.5749610319214766,0.01793873599634843,0.8688644108076872,0.6750795078901429,-0.3368564289283853,0.6983996748783542,0.9037653504837976,0.22958001025286556,0.7191510048584806,0.4801409171876526,0.405391141739325,0.8887311832873532,0.522190400440157,-0.06555787479741126,0.863375378430722,0.4144902434445672,0.03256130882747432,0.3652977613549372,0.09888661821180533,0.2561807164256096,0.9135814598738565,0.5682959423872959,0.1839107845974186,0.07482085463259425,0.9116009790277337,0.2619656157798357,0.8793764403203012,0.9114241785922257,-0.040239851026355855,0.4914853165667702,0.39367337170677663,0.3463373530609116,0.4097031937594673,0.26687098919241703,-0.37675894050326453,0.41461972793309143,0.8159703396277352,-0.4046506760002112,0.42302862916127615,0.011828039030839732,0.08947417923908563,0.2016630840977255,0.2292353790403312,-0.1836436155098743,0.835699888841205,0.834558237138717,-0.28749179411953507,0.16822075099937495,0.6334148962112764,-0.2032772558815702,0.16887352054279392,0.5365621333163043,0.42279195560238336,0.7531624368831761,0.07357232348658493,-0.05134190936052352,0.94400257897166,0.2131194810302438,-0.4546512196560416,2025-12-13 12:58:54
أ,0.11202836285529716,0.630709430278804,-0.4473455807702069,0.6826149398624191,0.25396456759195185,-0.24499458215340997,0.755188366085062,0.33036315375178904,-0.3240263596720987,0.7758850547340022,0.7614146432097147,-0.16178559734526443,0.7838025573404459,0.46479084160604744,0.06993878899162609,0.49316244798302455,0.8348063849835736,-0.34390963991738677,0.9176309864619284,0.31473228081423743,0.21247062611597822,0.7227186640923896,0.1965385890928959,0.47774650210295133,0.05966122522237871,0.47816731419760206,-0.07136723439761594,0.06547150063969409,0.05239196718987815,0.24485809151553184,0.8740875975042365,0.8895017121143459,-0.08065450712645561,0.9077344808192039,0.3686448125190248,0.017434630572872756,0.5822791727935204,0.039924267719700146,0.389558745765305,0.7795081627164573,0.024000493450580196,0.06651889986682857,0.1643190182263654,0.33848880727411357,-0.38497468155557946,0.16853181232819903,0.38212479568143287,0.4695692818904663,0.5767745192227369,0.2744262903330513,0.24706523624134924,0.06534854026881531,0.7678501606444184,-0.3052895878215204,0.8575181669334587,0.9320267383973123,0.28898594020785673,0.24578467762534117,0.17823766250663986,-0.25066993631112966,0.5173358949405747,0.6343045306457451,0.04859126365958821,2025-12-13 12:58:54
أ,0.6045052697560931,0.8702352493890801,0.07938930356141294,0.9027294480600182,0.051510531449299846,-0.11794146814818474,0.7017291053065291,0.6224613661073652,-0.018623991385323335,0.057602174404890794,0.2367221961526712,-0.1070956904319319,0.9250196355524497,0.6672042848233862,-0.21813842078734968,0.4391836359570901,0.40039915965701967,-0.27722110703438174,0.863621370872057,0.5155984338653654,0.23230731187007203,0.20267260276955856,0.23626392436557098,-0.47304154756884687,0.07012018628933869,0.8040229202847571,-0.023423667822784155,0.13942212843367796,0.8040867106019614,-0.1910490821436418,0.6271414019380341,0.3763748392308486,-0.16242811027066806,0.6338076976740584,0.025066225738918035,0.0081177872999868,0.8504529268019935,0.03508590411755097,0.042369427894861755,0.15753353993175112,0.7437796570027096,-0.46484549561870336,0.7304670516369609,0.9165045275252824,0.1878315127049579,0.1733016866163929,0.18806784010747946,0.4075436442619592,0.3746321512651978,0.5509620472920252,-0.17946027988250313,0.15913865649414527,0.9146594164933993,-0.24782306288996037,0.4173513350859923,0.9863395594098315,-0.06947574609537521,0.8448558930750312,0.1842272205944243,0.09775921135176946,0.7320734147762918,0.36751394574946594,-0.27142739397094107,2025-12-13 12:58:54
أ,0.598222343375091,0.4756110676336468,0.269035290921271,0.11999953225898541,0.08080155158650071,0.24572325547779683,0.2681153013517006,0.8581701991315612,0.0035842656167243137,0.35243992057926987,0.2339416478989358,-0.02401378713139002,0.8524453048132327,0.466198520668628,-0.1450099921857504,0.8071936524148177,0.6758947292353642,0.33452748171550195,0.8312236331344339,0.6038566790476498,-0.09232042524760808,0.5226463359487644,0.0845846816951219,-0.15440902508136078,0.16439505252504139,0.3029935758141288,0.17491744928808683,0.5329545743157555,0.4608132433872473,0.15860507930990542,0.4279720664664095,0.004959300997950833,-0.3827918207155615,0.4423824495182652,0.8747239871782643,-0.15181043653388349,0.23339194109770078,0.45800906497927674,0.0673921249532572,0.7888051426564396,0.4782350176111335,0.2962140397190144,0.021308440893478053,0.0698643209482892,0.06928391187602456,0.350036459082659,0.9938608514807913,-0.059334336567634316,0.193423174341793,0.9328015423248196,-0.29543192890051917,0.4926162910410409,0.6246152842157727,0.030987993436410788,0.8395934701228539,0.6246684301158884,-0.43145565590246904,0.3149884038538484,0.09389605783029475,-0.08957424351022569,0.34445666755013393,0.005002502495332739,-0.21375078287029103,2025-12-13 12:58:54
أ,0.819207358892939,0.5720780521804949,0.42350113032820913,0.3315515510259477,0.8356563908713927,-0.30939554888711485,0.6981466250141838,0.9196878428830855,-0.12098833557261601,0.7195166531460558,0.3707904583775651,-0.31890267973288666,0.2819189469291138,0.9429788854143938,-0.14503693891054947,0.25193307494680184,0.8471731264515323,-0.2918579175573579,0.8388865973992338,0.29998896924459895,-0.05139095051024822,0.517435599650526,0.4149337936880072,0.27488495101709776,0.9735214326167916,0.7983819358875036,0.030912877303948982,0.815835433215553,0.26972385860254255,0.3935632491595279,0.09934736697129065,0.7174501326242748,-0.23436938399698992,0.32682583111084273,0.6420688737486068,0.29167460380184773,0.07490127870337315,0.47922207083290025,-0.0769637131744616,0.19622623133998207,0.9638955062809393,-0.1530650150796643,0.6509439855306262,0.15960562589901384,-0.30034411511171566,0.04884041172657916,0.3895033690286577,0.2638325652331164,0.5135208491545755,0.9062333694723244,0.1534224194834679,0.06899763639021173,0.4112928636210844,0.28250590775043727,0.40946659080043624,0.5809256267209449,-0.13485355034753532,0.7519614635801064,0.23715746874294807,0.2973363797022187,0.528739541828272,0.7570410971807683,-0.2419621674511856,2025-12-13 12:58:54
أ,0.21158626262504265,0.9645832440599116,-0.303830093362781,0.7927641968285593,0.49986433549562104,0.23413216260312797,0.13912184559792373,0.7770383729856307,0.26020102364228936,0.700535340713085,0.18751767883771808,-0.12688715526420347,0.4033105943040123,0.7853896268304205,0.2986325738511877,0.1947877973318527,0.22178754896874087,-0.027261535068386356,0.9201890312124779,0.17868234320011533,0.12684036317719594,0.45973163518278704,0.6484079979491181,0.03810877330257789,0.8063988559355715,0.16732094722432733,0.14104862226004322,0.6287534603505918,0.9993775757505983,0.07930959794468073,0.375867192428883,0.5951682060813757,-0.035507442829400326,0.38865935321892775,0.6086847797045147,0.4984739420814934,0.4292027714849038,0.4696207364474071,0.47866468190867995,0.219680367167008,0.7086548579600181,0.1853104436670352,0.05536872667477566,0.41956196498571807,0.38853108237904477,0.5918861558391886,0.3472312499210809,0.26083663416164105,0.08496595553939568,0.7287459099654614,0.37951000028242865,0.7540955679398286,0.6601818690910067,-0.24865881245408394,0.7572461157452273,0.9385767199624608,-0.2992351829464921,0.6991201961645866,0.5966837783871405,0.0029850754396723023,0.5627305704998601,0.16065139643325999,0.42138790696213824,2025-12-13 12:58:54
أ,0.5306061935866573,0.9139632807016643,0.22268662214055512,0.2510164668913385,0.37196763081833895,-0.1303933619669434,0.5745528740851059,0.5109961807803463,0.21736533683112247,0.4582522698789123,0.12898668906110689,0.044425718924116175,0.28101605407094365,0.0902856546929155,0.12860360048661923,0.14045394162668656,0.44056137277853513,-0.3061393379619636,0.931910176183938,0.8426605835757465,-0.3141747877733505,0.44674551386141115,0.17586068831133417,0.4497464823362366,0.8028100704901514,0.33311258125860044,0.32966213666551314,0.9129539560814056,0.2688666512519621,-0.19407434548755875,0.44016697321888076,0.1538481962539474,0.4359917919461165,0.02289382982448196,0.4582268895455809,0.46568476858641605,0.5914561700628113,0.5426534465732041,-0.0640873029962864,0.908106139069999,0.8536850902702355,0.14090806383121823,0.7342477894982372,0.637786791058671,0.02780139881690824,0.17565572106161675,0.032393846949431704,-0.43492738409759346,0.17919110807850802,0.7911543012872444,-0.10272977617841683,0.05009483796168679,0.35014752181698094,0.45824252006277366,0.8790288297886292,0.8418637700285325,0.17554181570344662,0.11566293586951581,0.6739789911074332,-0.3247101639821711,0.9425756621434854,0.3261433621254525,0.09336672785859568,2025-12-13 12:58:54
أ,0.9952251996419669,0.2948594611769403,-0.0413304969566477,0.7858568837574834,0.8582034022753547,-0.149567474380931,0.6827561308406139,0.28505678369296295,-0.19136004145283725,0.2901734622441904,0.05667211845097653,-0.13020520201974717,0.8003395278239852,0.4506920353155396,-0.22242125895892284,0.7729858617459631,0.4132660446396217,0.06086431143683424,0.10889980746076178,0.3582918524694766,0.2555040800484675,0.42329127389367804,0.5419590030740827,-0.1274119768179205,0.7284904779047451,0.22761690829608516,0.13147470238188863,0.01255283070931612,0.07914386106931326,-0.18212940769184882,0.39429956733065097,0.769665693747741,-0.3414791460569824,0.3085957993964775,0.8297169384435259,0.4632858497918204,0.6149460214709128,0.5769764185050179,0.002522984724132149,0.3663155097378181,0.645838954633335,-0.2517902442743082,0.11051826928837227,0.743729561372825,0.48322291650789573,0.07006554878654991,0.1663185328600515,0.20446040775752783,0.3145545418143618,0.6152807574391476,-0.2223032480647671,0.09866539171295596,0.5835179842563583,0.4525583901434178,0.3901296541616285,0.4137029949743364,0.2699957063153714,0.9732006720967582,0.016134990082631084,-0.3309897625997641,0.6867843122578533,0.471942088912643,-0.3869836205613104,2025-12-13 12:58:54
